256 256
66	10	84	71	43	50	72	23	49	8	59	37	88	1	70	61	3	57	5	73	77	56	22	59	25	47	59	65	66	48	15	66	92	37	98	88	96	32	18	6	40	81	56	61	87	50	67	85	13	7	22	92	26	51	9	98	69	50	14	8	80	63	82	63	95	67	29	90	23	44	68	29	74	63	15	88	64	65	6	8	82	29	98	65	4	68	99	77	74	42	30	18	98	11	82	2	73	41	78	39	40	77	21	54	23	83	8	63	65	13	45	2	58	12	40	91	44	60	55	49	4	97	87	8	90	73	71	12	40	13	43	95	12	36	47	31	25	63	17	8	2	70	74	72	15	59	58	92	72	8	32	41	28	8	58	40	85	17	12	43	79	87	37	98	77	94	77	55	11	12	47	81	54	68	17	54	74	64	84	56	81	87	30	58	19	90	46	84	59	60	6	20	30	70	56	30	40	50	46	61	30	36	99	68	7	67	35	39	22	26	6	78	6	90	78	54	73	63	95	13	59	27	62	77	98	25	53	36	34	18	17	64	58	83	59	20	28	35	14	79	26	62	57	83	54	80	78	18	73	24	74	11	15	58	80	74
47	75	99	97	43	34	62	44	14	32	73	29	37	61	84	41	4	18	70	26	9	51	53	15	37	35	10	96	22	80	97	80	47	4	54	97	46	49	96	28	58	80	72	63	59	62	36	80	11	64	67	87	21	51	82	81	60	19	71	28	89	74	67	36	17	62	13	83	50	9	42	63	21	33	61	77	93	32	28	28	42	72	85	5	18	89	14	33	52	60	33	25	10	7	63	49	18	86	12	15	72	73	57	54	25	55	51	79	40	66	76	16	52	31	19	75	11	60	53	83	83	11	25	67	52	22	79	19	37	57	78	6	57	82	72	77	4	31	76	91	94	98	87	97	74	37	22	29	23	6	31	43	54	16	38	40	78	15	83	30	33	58	31	15	68	82	57	46	99	33	51	2	45	4	59	2	80	71	10	28	21	16	50	25	10	44	45	86	38	34	66	65	43	83	67	78	10	69	13	67	11	90	65	19	10	89	24	55	45	90	25	3	66	33	22	98	47	29	65	77	62	55	54	68	32	79	72	90	4	86	30	13	3	29	89	67	95	17	52	41	61	43	61	37	99	90	67	83	24	44	68	93	51	45	22	41
50	8	6	83	78	64	23	93	8	49	80	85	97	15	14	16	79	5	65	2	30	34	75	88	6	84	27	5	91	64	79	63	91	76	94	33	69	75	47	37	63	25	39	70	41	79	82	71	18	28	70	54	13	22	54	63	31	87	93	36	22	14	36	90	68	57	29	31	29	71	53	2	99	18	75	29	17	86	52	27	44	66	50	73	2	34	92	62	95	8	7	62	21	56	76	93	83	11	94	81	4	94	65	57	87	30	92	71	86	22	2	3	46	21	73	65	18	33	37	74	82	57	68	59	76	2	39	10	13	94	23	84	95	23	14	96	21	38	67	7	52	55	24	64	14	45	31	83	17	83	22	38	17	64	25	81	63	16	87	66	46	17	31	94	95	1	75	54	12	38	91	73	21	69	28	73	16	54	46	38	23	64	96	49	21	54	97	30	85	73	77	49	26	72	95	7	22	60	69	97	59	90	35	3	6	8	15	29	82	77	46	14	17	21	50	55	67	86	44	100	48	42	5	36	93	98	14	9	1	77	32	57	8	69	77	60	21	15	84	51	87	15	39	14	76	0	92	66	22	2	85	15	38	68	45	8
57	31	15	54	30	62	5	8	6	91	86	36	24	27	47	27	66	95	86	69	83	52	77	23	64	31	20	16	16	25	15	82	12	14	32	2	84	39	78	56	84	87	89	45	90	88	32	47	57	89	28	70	96	37	14	91	23	6	97	49	84	95	95	88	61	20	14	47	15	29	18	95	22	95	31	18	7	22	21	23	79	83	18	76	74	16	90	11	89	62	14	40	73	92	12	13	10	38	39	10	51	85	3	77	90	39	5	91	2	44	15	34	30	62	63	91	31	16	31	87	15	64	72	66	68	3	19	88	99	35	23	30	94	43	78	41	58	44	55	32	76	69	45	70	85	33	74	83	97	58	49	55	85	86	46	10	49	92	87	14	7	66	78	97	49	24	56	45	37	99	33	32	63	91	69	31	73	78	90	44	42	41	66	89	28	54	70	17	44	55	3	9	50	79	72	14	66	80	46	36	14	95	21	12	94	92	9	42	67	90	18	72	76	31	69	2	56	44	73	16	79	97	87	67	50	63	35	57	20	49	45	70	83	60	12	1	26	97	51	16	74	23	85	20	32	76	44	7	47	89	75	39	85	2	50	16
1	26	1	33	89	93	9	64	16	52	86	48	35	20	29	4	37	25	85	40	60	92	64	7	93	45	22	34	81	58	81	56	15	91	70	83	96	57	26	52	89	2	75	25	41	6	38	68	28	35	31	82	39	75	82	46	24	29	60	96	55	28	0	30	75	62	99	28	22	54	45	87	96	40	5	45	71	24	34	42	27	22	79	62	43	66	64	54	12	89	91	30	73	87	33	5	26	27	59	3	69	11	96	29	81	85	94	42	12	63	92	45	0	36	94	71	9	92	37	12	52	4	39	4	71	26	78	51	94	93	63	92	79	18	19	63	3	32	95	23	32	86	58	3	13	98	45	76	69	67	25	44	15	7	10	15	84	93	62	12	74	45	67	87	1	89	94	45	20	29	79	26	16	2	63	74	62	89	16	85	24	16	95	28	82	29	55	35	70	53	23	97	40	20	54	21	97	39	40	29	58	60	54	48	10	81	8	69	93	84	6	48	27	43	70	63	55	27	42	24	37	59	12	92	87	97	56	91	30	86	12	79	36	3	25	18	50	93	9	10	35	22	85	70	46	96	50	53	76	60	96	15	58	6	90	40
35	1	75	18	21	86	31	74	54	24	12	8	99	78	67	85	77	37	25	92	25	45	21	27	75	34	1	81	68	42	79	74	65	80	49	54	49	63	53	88	8	16	85	15	51	87	100	93	65	51	84	2	20	8	28	65	87	24	52	15	10	16	88	51	96	50	4	17	68	32	26	3	66	2	35	17	46	3	29	98	80	75	18	12	100	27	1	82	78	56	71	17	25	82	98	5	67	18	78	57	6	63	33	48	87	9	12	76	5	29	26	72	46	91	24	38	30	29	20	24	8	18	1	59	29	59	61	0	19	25	7	52	8	86	75	32	45	28	65	42	13	82	97	85	63	26	75	91	5	1	32	72	72	31	32	82	44	98	93	27	88	36	94	18	37	22	16	74	6	65	10	52	71	93	74	25	47	89	95	70	39	61	71	12	5	1	57	49	32	28	76	91	80	48	18	79	11	92	12	45	70	59	77	60	80	50	75	20	68	3	72	36	100	86	27	37	75	16	52	6	50	95	78	27	87	4	85	64	2	52	99	96	30	90	85	72	68	13	2	27	76	100	30	29	79	35	24	57	53	9	87	39	9	50	33	85
89	34	23	3	95	23	28	22	22	45	59	69	13	14	38	30	86	5	75	37	81	6	79	63	77	70	71	3	89	84	54	36	63	48	62	66	43	56	30	23	2	97	49	39	65	96	71	45	68	6	39	100	96	80	60	4	46	99	63	39	63	36	90	68	1	20	43	50	53	97	37	84	32	1	1	2	8	77	74	10	34	19	39	71	95	9	48	33	94	3	88	42	84	51	28	27	19	65	24	72	81	89	17	7	68	11	0	75	37	71	97	82	45	32	70	98	89	63	78	97	86	45	33	39	26	14	39	53	91	59	47	56	43	93	38	100	46	2	95	47	8	19	13	7	97	40	49	22	45	94	97	8	74	98	72	81	33	43	55	86	79	0	69	44	76	22	1	69	21	82	68	15	95	79	89	35	13	1	51	41	24	57	72	5	45	2	95	44	21	71	64	88	36	72	19	96	53	81	83	1	58	51	55	30	92	26	51	93	97	19	45	75	5	43	2	76	59	92	74	82	36	67	94	84	81	6	85	91	9	31	94	30	55	23	34	9	80	18	11	1	62	58	16	17	61	66	92	56	4	28	11	70	23	87	86	31
13	45	48	65	89	28	35	99	24	79	52	61	10	31	12	58	65	55	17	92	34	54	74	0	26	88	86	99	21	8	23	96	17	98	74	87	20	53	43	35	10	35	29	55	71	49	86	16	70	52	44	65	11	61	69	13	38	85	95	25	14	87	37	79	32	7	94	5	9	75	3	0	37	36	90	77	96	86	92	22	91	11	42	73	9	90	25	27	10	76	33	94	14	8	50	62	80	69	63	47	19	53	32	87	90	37	62	4	95	95	45	95	69	78	23	25	6	3	67	92	48	1	78	79	3	72	27	57	28	15	67	46	91	8	46	40	2	21	95	44	77	17	79	35	13	90	11	34	17	11	19	50	13	93	89	72	13	64	29	17	73	36	80	7	94	60	43	21	64	38	18	1	7	39	13	75	81	16	45	96	95	17	89	17	18	52	68	49	1	52	61	1	39	8	47	42	67	2	33	40	26	35	95	7	53	9	76	83	60	24	60	49	58	8	34	42	52	71	19	87	6	96	23	26	50	99	74	98	86	71	92	40	41	50	87	40	75	86	21	24	75	8	43	64	32	99	63	32	41	4	36	4	25	55	88	75
7	56	65	91	82	28	30	49	89	10	81	46	45	84	37	23	98	89	93	82	37	7	86	96	86	67	39	68	49	75	85	44	11	43	67	67	48	52	24	98	75	4	4	13	40	57	98	65	56	44	81	28	29	52	6	15	79	79	47	62	73	28	66	76	44	18	84	63	89	21	13	11	63	6	76	10	52	27	82	38	2	82	3	57	69	39	100	58	26	53	30	45	8	96	76	54	90	24	45	93	99	59	19	29	62	19	57	6	41	63	94	33	3	68	52	35	46	7	6	43	39	7	96	25	78	61	9	2	67	15	96	25	33	62	19	24	88	66	25	25	20	93	61	99	60	67	3	87	95	34	78	47	58	22	76	87	79	54	9	39	40	85	72	66	50	89	59	59	29	59	80	71	21	12	85	79	36	95	30	17	24	27	7	43	53	65	75	68	7	27	64	10	68	61	3	62	60	7	21	33	85	73	19	56	8	95	59	89	16	34	37	0	55	86	21	29	66	15	33	76	69	50	30	19	86	29	5	14	69	50	28	37	77	41	34	5	47	25	46	11	100	24	28	50	4	34	55	99	45	59	45	97	59	33	34	42
89	20	2	56	35	12	14	20	26	60	9	80	85	78	14	73	87	9	11	32	93	69	62	88	61	17	81	49	2	27	46	44	58	91	21	8	78	94	11	26	12	5	30	26	80	14	59	64	26	74	26	52	51	22	22	73	79	92	40	80	62	24	89	40	48	19	66	60	62	27	36	29	31	30	87	78	80	71	17	87	41	48	9	63	67	95	71	84	65	17	69	27	64	67	43	78	8	68	42	50	62	90	25	8	23	35	17	15	8	11	14	73	72	50	24	67	67	90	25	20	63	13	41	58	73	28	21	30	48	33	35	43	27	26	78	59	49	44	75	41	93	37	47	24	81	87	98	64	56	10	9	99	7	5	14	90	33	93	94	70	16	31	11	83	96	88	41	55	41	73	69	76	88	13	77	81	75	38	64	97	69	28	54	23	63	69	41	85	6	71	13	89	100	59	93	54	54	45	33	86	31	100	72	87	56	34	38	78	97	82	46	69	59	48	25	13	35	26	8	66	85	35	12	30	20	9	9	22	89	58	3	45	1	33	17	97	31	50	65	29	82	86	27	34	41	7	44	9	60	89	6	46	40	55	96	53
86	26	7	68	29	19	34	26	56	29	80	81	5	1	52	72	78	53	25	84	31	77	43	9	60	58	60	42	10	86	76	85	88	10	84	97	94	88	79	32	77	49	19	49	23	95	14	76	48	28	46	50	59	81	49	80	87	65	49	32	1	7	46	59	52	97	19	46	43	92	22	25	49	17	38	94	37	97	30	48	81	69	48	54	54	2	96	66	51	100	60	80	37	66	87	25	45	97	4	13	85	77	8	5	93	54	96	51	7	41	10	4	90	75	83	74	54	88	27	95	35	34	97	85	87	26	55	66	97	67	42	29	90	40	23	26	36	95	73	34	65	31	82	29	75	58	33	23	58	52	38	94	6	89	52	52	36	18	45	87	99	53	1	36	82	95	67	62	57	24	26	63	22	70	51	1	24	78	40	37	30	91	92	97	64	1	63	28	67	5	3	93	72	87	87	59	54	26	5	28	33	41	8	22	29	50	95	79	11	66	95	12	61	44	4	72	72	39	86	45	50	94	17	70	42	2	72	92	47	78	87	76	51	18	50	83	62	16	54	88	71	87	72	7	68	89	88	55	33	21	40	51	14	91	78	86
9	7	29	56	13	2	52	0	75	67	53	4	1	59	55	69	25	91	11	51	44	20	87	7	25	56	82	94	43	79	1	3	70	14	29	85	34	74	67	88	8	21	30	87	31	10	65	82	24	26	59	38	85	89	79	81	55	86	98	29	7	4	22	37	3	15	26	71	77	76	45	11	23	77	68	36	48	24	37	33	25	40	87	27	80	94	10	6	91	88	32	1	5	98	84	1	61	73	96	26	23	55	37	43	47	95	36	43	73	89	6	41	45	45	96	32	66	92	39	23	59	96	43	23	98	96	96	76	43	41	12	47	32	80	75	50	75	50	11	17	35	50	88	7	22	16	71	35	56	73	85	14	84	38	10	20	33	28	52	89	15	17	83	51	92	23	57	73	50	42	12	8	69	48	40	96	68	44	83	42	0	54	86	79	48	86	54	31	81	85	23	91	64	95	87	32	48	25	3	92	27	7	58	6	84	85	33	9	3	25	66	72	87	56	75	52	80	87	28	56	72	84	89	31	51	39	27	25	1	28	4	7	35	12	39	15	25	89	93	79	37	57	30	72	53	60	49	68	76	51	38	62	26	74	33	21
15	64	69	75	7	41	52	89	10	26	14	98	79	32	97	15	33	21	52	2	38	77	87	59	36	44	74	82	49	30	27	25	79	46	6	30	18	98	55	17	63	79	88	7	29	4	34	22	33	83	41	73	87	71	79	37	86	56	91	60	27	0	68	90	75	73	15	27	86	63	91	82	18	47	51	79	19	95	92	32	89	71	98	68	84	68	62	49	29	87	40	84	93	60	45	80	15	90	20	65	12	37	63	17	72	47	28	42	62	53	71	5	16	96	29	31	43	31	76	9	81	84	50	81	71	19	93	87	1	88	23	51	52	9	31	63	44	73	12	24	71	89	36	2	9	72	50	44	65	24	80	18	87	23	43	52	61	56	9	32	50	62	9	62	28	1	58	38	87	79	14	20	27	38	41	69	30	27	14	49	55	96	15	54	18	75	42	1	40	85	93	34	12	40	97	23	2	61	75	8	66	40	53	18	24	88	93	63	80	21	85	62	35	52	38	24	47	71	89	4	46	94	27	49	87	74	18	68	44	1	79	42	100	72	43	29	78	66	90	72	37	11	66	96	64	85	49	82	9	41	38	26	58	60	65	95
39	38	64	84	72	88	36	78	85	49	5	81	76	91	11	73	17	40	24	77	29	90	44	33	55	31	12	12	48	78	76	98	72	2	64	54	12	42	17	69	11	100	44	74	56	5	37	74	30	89	83	13	84	44	37	18	17	56	61	97	42	30	26	52	13	58	91	70	10	74	74	90	46	73	50	76	20	82	14	64	39	17	8	49	79	30	90	5	3	5	66	13	79	70	43	99	33	31	100	77	42	6	54	57	94	3	86	98	33	40	96	96	85	55	4	82	49	38	85	41	38	99	60	59	15	11	23	97	48	76	73	27	84	25	17	98	89	35	85	5	40	23	10	67	39	28	99	44	40	41	43	26	59	0	63	46	26	30	61	46	49	29	28	46	38	82	7	27	46	23	91	78	61	79	99	71	61	82	97	29	94	81	63	7	37	53	93	57	27	61	88	22	39	20	7	67	32	42	8	39	19	74	30	78	14	35	31	76	18	58	91	63	22	96	58	35	2	2	12	28	89	25	9	10	50	42	3	53	79	93	31	17	45	96	95	7	48	54	27	38	21	80	49	90	22	40	75	48	52	34	98	79	48	35	25	95
82	24	51	67	64	83	65	95	66	56	27	45	46	75	81	11	55	24	54	76	47	43	47	97	13	43	62	31	96	32	96	83	51	94	77	28	28	51	22	67	32	43	36	32	82	32	41	15	47	16	63	25	45	68	22	49	23	6	26	1	9	80	10	50	84	50	92	28	33	64	0	69	88	68	39	42	61	37	77	66	82	61	47	43	70	13	86	26	79	31	59	62	39	56	16	31	63	12	79	49	83	53	40	57	77	21	28	87	35	75	75	12	5	15	34	4	87	69	40	27	20	18	67	76	86	54	56	12	55	99	40	36	10	84	37	89	7	59	69	38	44	23	36	87	35	9	81	86	24	27	68	65	87	58	92	13	63	67	65	91	42	96	19	6	46	78	75	17	50	76	76	66	41	1	63	71	100	9	72	51	72	83	5	61	67	11	32	67	10	93	17	59	38	46	41	2	97	9	29	14	45	3	29	14	23	16	23	85	31	58	75	66	36	66	87	2	19	25	0	72	3	12	91	23	44	80	94	41	63	16	74	25	57	39	74	95	57	41	70	81	41	90	49	8	87	39	79	25	84	39	37	46	72	99	51	84
76	10	41	61	8	13	72	82	53	25	55	98	4	81	88	90	25	41	11	74	2	41	30	37	55	16	48	32	96	40	1	84	35	2	66	49	49	82	79	12	64	59	47	43	91	31	21	67	7	13	46	63	34	85	81	11	53	8	76	93	99	62	8	36	49	94	29	97	53	74	12	42	99	13	80	55	30	0	94	4	82	74	49	96	91	16	64	96	40	42	96	18	47	89	68	2	1	39	33	78	66	5	23	38	65	18	38	26	58	35	91	11	59	66	12	88	80	57	53	35	29	12	21	78	84	44	73	41	77	3	39	82	63	17	26	6	63	13	26	75	31	86	68	86	21	67	27	38	85	13	53	59	45	84	1	15	31	11	13	55	11	75	41	5	57	69	1	88	80	65	65	71	9	26	61	44	53	44	89	98	45	69	78	56	43	4	54	30	33	88	44	22	68	79	44	2	86	18	96	74	6	18	67	97	16	6	61	18	92	3	37	56	50	56	32	1	92	39	40	75	43	15	12	97	51	15	57	12	83	77	91	41	97	65	42	75	99	91	63	86	55	33	18	75	94	77	50	36	83	79	37	93	96	90	70	40
19	92	95	33	83	33	14	68	29	90	87	28	76	33	24	54	62	12	72	75	94	5	1	7	79	54	67	30	50	99	15	68	3	16	41	36	33	51	31	13	27	17	24	33	97	37	18	9	71	28	98	25	33	5	60	8	64	40	17	29	29	70	93	25	44	51	6	24	37	14	26	18	13	77	55	41	49	46	100	47	25	97	66	41	61	7	24	55	64	41	13	68	31	68	9	4	19	62	46	49	44	91	69	80	51	46	19	90	96	63	40	51	23	48	52	79	98	80	5	25	73	72	78	39	72	35	24	46	96	17	83	43	87	61	55	31	64	33	30	85	51	1	19	40	96	12	12	62	98	60	97	64	99	19	99	22	20	83	67	96	35	4	31	35	37	71	39	51	90	6	64	95	94	9	17	98	83	95	84	86	23	69	25	43	74	50	85	47	11	39	33	53	8	92	74	24	31	36	10	15	83	11	99	7	27	69	26	44	8	41	41	71	58	52	62	72	11	93	45	61	11	26	21	57	11	98	24	85	6	64	8	15	55	7	17	96	58	72	99	31	64	82	43	40	61	59	77	19	30	99	42	40	47	27	28	49
